content,score,thumbsUpCount,reviewCreatedVersion
Aplikasinya yang hilang buk..saya download di play store gak bisa nampak di layar depan,5,0,2.8.4
Baik dan membantu kelancaran transaksi..,4,0,2.2.5
"BCA Sekarang sering eror dan gangguan jaringan, indikator merah atau biru, padahal jaringan sudah 5G dan sudah dirubah jg ke WiFi, menghambat transaksi, payah BCA.",1,0,4.3.1
Pelayanan cepat dan di lengkapi dg foto pemilik rekening apabila ada kartu kehilangan bisa cepat di proses,5,1,4.0.2
perangkat tidak dapat di gunakan & force close,1,0,2.1.0
"Buka tabungan online paling gampang ya di BCA Dan enak nya tanpa harus ribet2 dateng ke bank , akses mudah gunakan m-bangking , thanks bank bca memberi kemudahan membuka rek tanpa harus antri di bank di masa pandemi sprti ini",5,0,
gimana ini .. habis maintenance semalam . sekarang malah ga bisa buat apa2 . Tolong Dong system nya jangan bobrok begini 😠😠😠,1,0,4.2.4
saya mau tanya..daerah saya blm ada bank bca.apakah kartu atmnya dikirim kealamat atau bagaimana...klo hanya untuk transaksi online.apakah bisa..dan tidak harus kekantor cabangkan,4,0,2.0.4
Ibu bapak cek saldonya kok enggak bisa padahal uda ikuti prosedur yg tersedia dan padahal sudah masuki nomor yang ada dikartu bca,5,0,1.7.1
Gak bisa update jadi gak bisa digunakan tolong di perbaiki.,2,0,4.1.3
"Verifikasi wajah GAGAL TERUSSS, sdh hampir 50 x coba dng berbagai macam cara hasil NOL... LEBIH BAIK DIHILANGKAN VERIFIKASI WAJAH UDAH KEK PINJOL AE....BURUK BANGET",1,0,4.0.0
sangat membantu untuk mentransaksi baik pengiriman maupun pengecekan,5,0,2.9.1
Ini kenapa ya aplikasi BCA mobile tidak bisa ya download?.apakah ada masalah Setiap kali saya mau download muncul terus kata tertunda.,1,0,
"Udah verif kirim SMS buat aktifin mbanking malah balik lagi terus suruh verif, gada info kesalahannya di mana",1,0,4.2.5
"saya dari tadi pagi, setelah instal ulang bca mobile, tetap tidak bisa masuk verifikasi, mohon bantuannya",5,0,2.9.4
Ini gimana sih m banking suruh ulang kode verifikasi padahal udh bener datanya ..,3,0,2.0.0
ok sangat mempermudah transaksi dan info saldo,5,0,
sangat membantu dalam pekerjaan. mudah dimengerti. simpel,5,0,1.7.1
Mohon maaf saya mencoba daftar mbankingnya sampe saya ke teller tpi kenapa nya indikator lampunya tdk muncul,1,0,4.1.9
tingkatkan terus pelayanan yg baik ramah dan berkualitas,5,0,1.8.0
saya baru aja download tapi untuk ngirim sms kenapa gagal terus ya? padahal baru aja isi pulsa 30rb. tolong bantuannya,3,0,
"Banyak gangguan mulu, lagi urgent gini juga!!!",1,0,2.9.1
"makin mudah melakukan transaksi , qpalagi kalo lg ga pake kartu atm bca terbaik",5,0,1.8.0
Kenapa tiap malam minggu selalu pemeliharaan sistem trus lama lagi on line nya lagi nya heran sama bca,1,0,4.0.6
Tolong di perbaiki updatenya malah gk bisa di pake ..,1,0,2.5.2
Kenapa setelah update setiap mau cek saldo jawabanya silahkan hubungi hallo bca gitu terus,1,0,2.4.0
Sy ganti no telp mobile banking kok gk bs dipakai ya no yg sdh sy daftarkan yg baru,1,0,
Daftar cepat dan mudah cuma kalau bisa ATM pisiknya ada layanan antar kerumah apalagi di masa covid19 ini,4,0,2.8.8
Kenapa ya kok mbanking saya gak bisa melakukan Transfer padahal nomernya sudah terdaftar?mohon pencerahannya,3,0,
Sangat membantu sekali baik dalam pengecekan saldo dan rekening yg masuk,5,0,4.0.3
Kenapa selalu gangguan? Selama saya pakai baru kali ini gangguan terus.,1,0,4.2.4
"Kok lampu indikatornya merah ya jam segini,,padahal lg perlu bgt ni..bantu dong",5,0,2.9.5
"tolong ACC donk ,saya udh daftar online yg EXPRESI.. ,untuk keperluan transfer""..",5,0,2.5.8
"Hallo bca , nomor hp yang terdaftar di kartu atm saya kan hilang jadi saya tidak bisa menggunakan BCA mobile lagi , gimana ya caranya daftar memakai nomer hp baru . terima kasih",5,0,1.7.1
Jadi nasabah mulai dr th 1993/1994 tdk ada kendala yg berarti cm kmrn sempat sdkt kecewa krn utk penggantian kartu atm (kartu atm pertama saya) hrs diganti dg yg baru dan mengharuskan saya utk mengganti di kantor bca tempat pertama kali saya buka rekening dimana itu di jakarta sdgkan saya sdh tinggal di jawa tengah. Dg terpaksa saya hrs membuat rekening baru dan kartu baru. Coba kalau penggantian kartu bisa dilakukan dimana saja utk mempermudah.,5,0,2.9.5
"Selama ini baik-baik aja, cuma ko bulan ini ngdadak minta d update trus, sore d update malam mau buka udah gabisa lagi, minta update lagi, ampun dahhhhhhhh bikin emosi",5,0,4.0.2
Ribet. Disuruh kirim sms pake pulsa. Padahal sy gk pernah beli pulsa. Belinya paket data . Uninstal aja..,3,0,2.8.9
Tingkatkan ke stabilan sinyal agar lebih baik lagi,4,0,2.4.3
Data saya bener kok tulisanya ga sesuai aneh tolong perbaiki data saya,1,0,
Untuk sementara sampai saat ini belum ada kendala utk semua layanan,5,0,2.6.0
"Lagi bermasalah ya untuk cek saldo,hanya blank putih saja begitu",5,0,1.7.1
BCA sangat memudahkan saya,5,0,4.6.1
Menurut saya lebih ngampang kalau buat kirim uang gak payah lagi ngantri ke ATM kalau buat transfer,5,0,2.8.5
"Sangat memuaskan pelayanan BCA,cepat dan sangat mudah",5,0,
"Sementara transaksi tidak bisa di proses, silahkan ulangi beberapa saat lagi. Kenapa akun saya begitu terus",1,0,
Sangat merasa terbantu dan Bca Mobile is the best,5,0,2.4.2
"Min, ini kenapa buat transaksi di suruh mencoba sesaat lagi terus, tolong dong ya ampun😭",3,0,4.0.3
"Sangat membantu, simple, mudah penggunaan nya...",5,0,1.6.1
Transaksi apapun jadi lebih mudah dgn bca mobile,4,0,2.2.5
"Dengan BCA mobile transaksi apapun lebih mudah, mohon ditingkatkan lagi pengembangan fitur2nya... 👍👍👍",5,0,
iya ni kartu aku juga ke blok.....mungkin besok urus lagi.......kira2 kena biaya2 gak yah......🙏,5,0,2.7.8
Semoga kedepannya lebih update lagi masih ada beberapa masalahnya,4,0,
Kenapa sekarang untuk transaksi lebih lama indikator merah terus lemot untuk jadi hijau,2,0,2.7.6
"BCA mobile jadi makin ribet, verifikasi gagal terus, kembali ke yang lama aja biar gampang",1,0,4.0.2
tinggal di tambahin top up e-wallet biar lebih praktis,4,0,2.9.6
Setelah instal kenapa malah gak bisa dibuka aplikasinya..,1,0,2.4.3
"Mau bertanya ,kenapa apk BCA mobile saya gak bisa dibuka ya, harus di perbarui katanya . Mau saya perbarui tapi gak bisa .",2,0,2.2.5
Orang mau pindah hp aja di ribetin padahal nomor nya juga masih nomor yg ini juga gak jelas,1,0,2.8.9
Verifikasi setiap hari setiap mau digunakan...setiap verifikasi butuh pulsa 😪,3,0,2.4.1
Lampu indikator merah terus dr awal login . Transaksi malah jadi terhambat kalau kaya begini,1,0,2.5.2
"Tidak bisa dibuka setelah update, please fix it.",3,0,2.6.0
toooooop lah & terus tingkatkan kualitasnya,5,0,1.9.0
Kenapa update mlu sii .. lagi urgent harus update terus buat masuk menu,1,0,
"Lampu indikator merah terus, padahal jaringan lancar",3,0,2.8.9
Knpa ya susah untuk nge login padahal signal nya juga bagus,1,0,2.8.4
"Mantap,,,dana kalau bisa si tambhakn msuk pake sidik jari biar lebi gampang",5,0,2.4.3
"Sorry diubah, skg repot harus pake verif muka dah gagal terus. Dah kaya mau minjem duit. Repot kalo yg hp nya kamera kentang gagal verif cuma karna kamera",1,0,4.0.3
"Sangat membati sekali, simple praktis, cepat",5,0,
aplikasi ini sdh sy download dr jaman BB bagus dan mudah menggunakannya.tks,5,0,2.0.4
sangat mengecewa kan saya bertransaksi melalui QR berhasil namun tidak masuk ke akun mitra bukalapak saya dan saya hubungi center di suruh nungu sampai 28/3 2022 sedang kan saya transaksi nya di 24/2 2022 tolong di percepat bpk ibu ini saya uang mudal sampe2 saya utang sana sini malu saya,1,0,
Ko malah jadi lemot ya pas baru buka aplikasi nya,3,0,4.3.0
Suka eror sim card padahal ga diapa2in sim cardnya.. bugs ini..,3,0,
ini kenapa saya tiba2 ko gabisa login pdhal no yg di daftarkan untuk mbangking saya bener no yg saya pakai,2,0,
"Disuruh instal ulang, diinstal gk bisa, terus dihapus dlu berharap bisa. Ini malah didownload lg gak bisa bisa",1,0,
Gabisa masuk MBCA padahal SIM di SIM 1 internet+ SMS + no sudah terdaftar,1,0,2.7.1
Saya puas banget selama punya mobile bca ini bikin muda untuk semua transaksi,5,0,
"skrg bca semenjak korona potongan sampe 4x . anehh... 20x4 udah 80 rb.. lumayan lah duit segitu buat nyambung hidup anak kost !!!!!! ksel bgt saya ini, awal bulan transferan masuk di potong, trs kedua ketiga ampe ke empat... apa krna korona bank bca gak ada pemasukan jadi ngandelin tarikan admin gitu... ihhh keselll 😭😭😭😭",1,0,2.4.3
SMS trs gagal meski sdh di coba berkali kali,1,0,2.9.4
"Daftar online ngak ribet , enak gak perlu bawa kartu mantaplah pokoknya",5,0,
Berkali2 update applikasinya gak bisa2..bikin habis kuota aja,1,0,2.5.6
Lampu warna merah terus gak bisa buat transaksi..padahal sinyal bagus,3,0,
Belym sebulan sudah minta pembaharuan aplikasi..menyisahkan pemakai hp yg memorinya sedikit...sangat buruk,1,0,2.5.1
"Saya kurangi bintangnya, karena setelah update malah jadi susah masuknya",1,0,
"Yang terbaru kenapa pake verifikasi sih ktp asli klo wajah aja sih gpp,,masalah nya ktp nya ilang😭ribet",1,0,3.0.0
BCA lagi kenapa si? Eror mulu buat transaksi 😌 padahal jaringan normal dan lancar,2,0,4.2.4
"Kak knpa yah setelah di perbarui masih minta di perbarui lagi.. Sebelum nya baik"" saja,.. Klo kyk gini kan jadi nya nyusahin custamer kak..",1,0,2.5.1
"Bca Xpresi Sudah approve tapi ajukan token di tolak nunggu 4 bulan, alasannya setiap cabang berbeda-beda peraturannya",1,0,4.2.2
"Bca mobile saya ko ga bisa menampilkan qr, di update ga bisa min",2,0,4.0.2
Top up flash apakah bisa pakai bca Mobile? Supaya lebih simpel,5,0,2.7.9
Parah apk ini.mutasi sukses tapi di penerima blm masuk saldo ya,1,0,
pak kenapa ya aplikasinya tidak bisa masuk lampu merah terus padahal jaringan banyak,5,0,4.1.3
Sms banking nya gagal terus. Jadi gk bisa masuk aplikasi,5,0,2.5.9
Aplikasi ga berguna. Mau buka rekening online tapi ga bisa video call sama CS,1,0,2.6.0
BCA mobile saya terus terhenti.tidak bisa kebuka .padahal biasanya lancar lancar aja .kenapa ya,5,0,2.7.2
Sangat Membantu Nasabah dan mmpermudah bertransaksi tnpa hrus kluar dn ngntri,5,0,2.2.5
Ni video call nya ga ada jawaban mulu lama .. dah lebih dari 50 kali 2 sama dengan 100 .. ga ada jawaban sama sekali .,1,0,
Aplikasi Ini sangat membatu sekali dan mempermudah .,5,0,1.9.0
"Kasih bintang 1 dulu supaya bisa berubah lebih baik lagi.ilfil vidio call nya lemot dan slalu gagal, Gak tau gak tau karyawan kurang apa emang lagi siang.",1,0,2.5.9
Belum bisa top up flazz Pdhal sudah update bca mobile nya,4,0,2.5.3
"Masa mw download aja gak bsa"" muter terus pdahal paket masih 10gb",1,0,
Kenapa tiba2 sim card tidak sesuai dg yg terdaftar? Padahal kartu sim dan hp cuma itu2 doang,1,0,2.2.4
Koq aplikasi bca mobile saya jd ga bisa dibuka.. knp ya.. tolong dibantu admin,3,0,
"Saya dah masukkan 16 dikit nomer,pulsa ada SIM 2 dah saya keluarkan tapi tetap gak bisa juga.... Apa saya harus ke Bank lagi...",1,0,2.4.3
cacat bngt klo lgi di butuhkan Jam 1 pasti offline!!! Kacau bngt Bank besar tp ga bisa bikin Nyaman!,1,0,2.9.4
"Pelayanan buruk, saldo saya hilang melulu kenapa ulasan saya sebelumnya dihapus? Apa karena benar? Saya akan terus menulis ini sampai uang saya dikembalikan",1,0,2.8.8
"Jaringan bagus tapi vc gak di angkat gimana sih pelayanan nya , huh jelek banget pelayanan nya",1,1,2.7.8
"ga bisa daftar antar rekening, padahal sinyal oke, rekening benar.",1,0,2.0.0
"Mudah, cepat dan sangat membantu dlm bertransaksi",5,0,2.0.0
aplikasi ga bisa di pakai saat di butuhkan...sekelas BCA aja bisa eror...,2,0,
Signal stabil tapi lampu indikator merah,1,0,4.1.3
setelah di-update jd lemot kurang sat set,2,0,2.9.0
udah habis 20 rbu ga bisa masuk malah di ulang terus SMS lagi berbyar,1,0,4.1.7
Apa apaan mau buka rekening. bagian foto wajah malah macet ngambil gambarnya.,2,0,
Pulsa saya sudah habis buat daftar buka rekening tpi gagal terus..ngabisin pulsa aja,1,0,2.9.5
Kok tiba2 ada minta verifikasi data lewat menu about ya,5,0,2.3.1
mau akses sampe pulsa habis tetap gak bisa...kacau bca skrg,1,0,2.9.1
Mantap sangat memudahkan aktivitas pembayaran apapun,5,0,2.9.0
"Saya tidak menerima kode OTP, sudah berulang kali mencoba. Bagaimana saya bisa membuka Mbanking nya.",4,0,2.8.5
"Apk yang Sangat membantu disaat melakukan transaksi kapanpun Dan dimanapun, Terina kasih BCA mobile",5,0,2.7.9
kenapa aetelah updeat ga bisa edit d inbox transaksinya???,3,0,4.3.1
Keren mantap nyaman dan aman sangat dibutuhkan,5,0,
Beri kenyamanan dan tingkatkan keaamnanya terus,4,0,2.9.5
Sangat membantu utk berbagai jenis transaksi jarak jauh...,5,0,1.6.1
kuno banget ini. daftar nomor rekening aja masih pake sms. aplikasi jadul!!!,1,0,
Sudah 2x kasus serupa kirim ke bang lain di riwayat TF berhasil ternyata gk masuk sepeserpun ke bank tersebut. Saldo lenyap begitu saja.,1,0,4.2.4
Force close setelah update 😭😭😭. Udah nyoba semua saran masih ngga bisa juga. Tolong dong gimana inii? Ke MyBCA juga samaaa. Repot bgt deh kalo gini,1,0,2.5.8
"Bca mobile koq jadi begini sih setelah di upgrade malah eror mulu , pdahal mw tf",2,0,2.9.0
"Benci bngt gw sama mbca sekrg, ribet, harus daftar ke atm segala, padahal no hp w itu2 aja, abis aja pulsa kirim sms aktifasi, mending m banking lain, bca gk enak",1,0,2.9.4
"Mau login udah di sms ke 69888 beberapa kali tetap aja ga bisa bisa, apa udah ganti nomor ???",1,0,2.4.3
"dengan adanya bca mobile, memudahkan saya bertransaksi dimnapun tanpa harus mencari atm,, terima kasih atas pelayannya,,",4,0,1.7.1
syarat untuk mengatifkan/agar menerima kartu apa aja sya udah ada verifikasi trus gmna lgi untuk selanjutnya,5,0,2.0.3
"Saya mau buat buku tabungan di aplikasi ini tapi pas vidio call jaringan terputus tdak stabil,lah org sya pake youtube lancar aja,gmna ini BCA",1,0,2.7.8
sering di suruh verifikasi ulang kalo lama gak di buka..,3,0,1.8.0
Kenapa sekarang BCA sering kendala eror di saat mau cek saldo selalu eror dalam perbaikan,3,0,4.0.3
"Terbaik, membantu sekali... pelayanannya jga ramah",5,0,
Cakeeeeep bila di cek saldo atou kirim tidak lemot pokok nya shiiiiip deh.,5,0,2.7.1
saya bikin rekening baru dgn ektp sama kok rekening yg lama saldonya keambil ya? bisa berikan jawabanya? padahal saya belum ambil yg di saldo rekening lama?,5,0,2.2.3
sangat membantu sekali apalagi kalau untuk pembayaran market place atau yang lainnya seperti pembayaran PT KAI ada,5,0,2.0.0
Kecewa habis update malah gak bisa buat transaksi,5,0,2.9.4
Tolong bug diperbaiki 😉,3,0,
kok pemeliharaan trus. sy dari tadi mau transaksi tpi tdk bisa. mohon secepat nya diperbaiki.,1,1,
Aplikasi lengkap dan cepat untuk segala transaksi,5,0,2.4.0
"Bca saya bermasalah terus. Bagus yg dulu wlaupun jringn nya, sedng tpi tetp bagus.",1,0,2.2.5
"BCA gangguan terus tolong di perbaiki, jadi susah mau transaksi",1,0,4.0.6
Aplikasi tidak bermanfaat tidak bisa dbuat bisnia selalu eror,1,0,2.7.1
Aplikasinya setelah update ngebug keluar sendiri,4,0,
Kenapa sih udah 3 hari mau update aplikasi nya ga bisa2 mulu,1,0,4.0.3
"Cek Saldo MBCA ngga muncul nominal saldonya kenapa BCAAAA..... ??... udh dr kmaren MBCA cek saldo gk muncul, cm blank aja info saldonya ??????...",3,0,1.7.1
"Sangat membantu, terus tingkat kan kwalitas",5,0,1.7.1
apps udah lumayan bagus saran bisa isi topup flazz via hp yang udah nfc,5,0,1.8.0
Gajelas gangguan tiba2 gmna si dari tadi gabisa cek saldo masa iya harus ke tmn center buat cek saldo,1,0,2.9.4
Pengunaan dan bahasa yg digunakan sangat memudahkan nasabah,5,0,
Kenapa mau cek saldo aja susah....knpa sekarang jdi gini buruk kali...makin kesini makin buruk sinyal bagus di mbca merah mulu...jengkel kali ni apk,1,0,
Cukup membantu cuma harus uninstal dan instal ulang bila ganti kartu,4,0,2.0.3
Tidak bisa transaksi selalu merah padahal buat yg lain bisa internetannya mohon segera di perbaiki,5,0,2.2.0
Lebih mudah bertransaksi dalam hal segala pembayaran,5,0,2.3.0
bca mengalami bug tidak dapat digunakan tf maupun tarik tunai,1,0,4.1.3
"BCA is the best, paling nyaman punya aplikadi ini,,mbanking paling kece..badai..😘😘😘",5,0,2.0.3
Sangat membantu sayah untuk mengatur keuangan bagi yg gajihnya bulanan sangat simpel bermampaat,5,0,2.9.0
kok indikatornya tidak mau hijau. dan masuk lagi malah eror...,1,0,2.9.4
Setelah update terbaru kok tidak bisa melakukan transaksi ????,3,0,2.9.0
Mudah dipahamin dan simple dalam pengoprasiannya,5,0,2.8.0
Maaf sy bintangnya gak bisa maksimal Krn mlh sering update trs... Jadi kurang nyaman,3,0,2.5.3
Kok sering terjadi pemeliharaan akhir2 ini pas mau pakai malah gabisa. Gimana sih,2,0,2.8.9
Saya mau buka rekening baru kenapa SMS nya gagal terus mohon penjelasannya,5,0,2.6.0
Mulai lancar tapi kadang tersendat juga di beberapa sikon,4,0,
Mudah penggunaannya dan sangat friendly user.,4,0,2.7.1
Dgn mobile bca semua transaksi lbh mudah hanya menggunakan hp,5,0,
sangat puas..mudah...dan menyenangkan terutama untuk para pemula...,5,0,2.2.5
"Bagus, memudahkan kita bertransaksi. Kapan ya bisa top up flazz ?",4,0,2.3.1
"Kalo boleh saran, setiap ada transaksi debet dan kredit diluar penggunaan BCA mobile. Di buatkan pemberitahuan melalui notifikasi BCA mobile secara automatis.",5,0,2.2.5
Ini knp ada tulisan 191..mksudnya gmn...td saya buka bisa2 z...tp skrg malah ga bisa...tolong di respon,2,0,2.5.3
Bintang 5 tpi entah kenapa sdh diupdate gk bisa dibuka😔😔,5,0,2.2.5
Mantap membuat semua jadi Lebih Mudah & Peraktis dalam Ber transaksi,5,0,1.5.5
"Di tambah printer bluetooth ,semakin mantap,BCA semakin maju teknologi",5,0,
Parah mbca ribet sekarang kendala nya di foto tolong dong mau kualitas bagus tapi mempersulit nasabah,1,0,4.0.2
"Memang BCA tiada duanya, transaksi mudah dan super cepat.",5,0,1.8.0
sangat membantu untuk segala jenis pembayaran. teimakasih bca semoga sukses,5,0,1.5.1
"Versi skrg sering blank kl pertama buka, perlu nunggu 1 menit biar muncul menu login,,,,",2,0,2.1.0
Kenapa kok gak bisa dibuka aplikasinya kalo memakai wifi Tapi pakai data internet bisa dibuka?,1,0,2.7.2
"Membantu tapi susah banget buat tf nya,, waktu daftarin no rek nya ga pernah bisa sampe 7 kali",3,0,
Sangat membantu & Sangat memudahkan bertransaksi,5,0,2.9.5
"bca mobile saya kok ngak bisa masuk yah malah minta insert sim card, itu maksudnya gimna?",3,1,
cukup menguntungkan dgn bca mobile bertransaksi kapanpun mudah,5,0,1.9.0
Sangat bagus dan sangat membantu. Terimakasih banyak mobile banking BCA🙏🙏,5,0,2.5.3
"Ini maksutnya apa mobile banking kok minta verifikasi ulang,ini menggangu transaksi saya...",3,1,2.5.6
sangat membantu dalam transaksi tpi mohon ditingkatkan lgi kecepatannya dalam hal transfer,5,0,1.8.0
"BCA ada bank swasta,terbesar di indonesia,jadi jagan kalah sma bank lain nya,seperti bank Bri ,saran saya,buat Aplikasi Bca link mobile,buat transaksi jualan micro kecil/usaha ,terima kasih sukses selalu🥰😊👍",5,0,
"Ini kenapa jadi gak bisa login, pas udah masuk di minta log out terus",1,0,2.7.1
"Sangat bermanfaat, bisa transfer2 kapan saja dimana saja",4,0,2.3.1
"mau tanya min,potongan admin stp tanggal brp ya?perasaaan ko stp bulan beda tanggal...terima kasih infonya.",4,0,2.5.5
"keren, mudah digunakan dan banyak fiturnya",5,0,2.0.0
"Pelayanan yg cepat ,ramah dan ga ribet.....saya si YES banget buat BCA",5,0,2.8.8
Kenapa harus sering diupdate ? Hanya cuman liat info saldo tranfer saja,2,0,2.5.2
aplikasi mobile yang sangat mudah untuk penggunaannya. trimakasih bca,5,0,2.0.3
Sering gangguan nih walaupun sinyal bagus juga,3,0,2.9.4
Login di perangkat baru susah banget... Kecewa saya habis habisin pulsa saja,1,0,2.9.4
"Selama menggunakan bca, lancar aja, aman, cepat dan gak ribet",5,0,
"Jadi galau mau pake mybca atau bca mobile masing² punya kelebihan dan kekurangan,jadinya 2²nya diinstall",5,0,4.2.6
"Padahal Mempermudah Transfer Dengan QRku, Malah Di Tutup. Jadi ribet.",1,0,2.9.9
Sekarang ko ga bisa hapus daftar/bukti transferan ya? Sebelum update bisa,5,0,4.3.6
Untuk menu edit inbox mohon di tambahkan fitur hapus semua,2,0,4.0.3
Sangat membantu sekali.. Smua dipermudah. Terima kasih BCA mobile,5,0,2.9.0
Update mulu ya udah hampir 3x dengan fitur yg sama ..,3,0,2.5.3
Pelayanannya cepat & Sangat memuaskan,5,0,2.5.2
Isi Flazz kadang bisa kadang enggk aneh padahal signal bagus,2,0,2.9.9
"saya mau cek saldo kok ga ada tulisannya , padahal sinyal nya bagus",3,0,2.0.0
"Aplikasi racun, BCA Mobile + E-Commerce = Sangat menguras kantong. Gabisa berenti belanja.",5,0,2.7.2
Tidak Bisa Menampilkan Qris sendiri..gimana caranya mau baut qris untuk jualan kalo sekarang sistem qris dihapus,3,0,2.9.9
Baru jg krmarn update masa iya sekarang update lagi kan anehh???? SANGAT MENGECEWAKAN......PAHAM!!!!!!,1,0,2.5.2
"Transfer kenapa harus save dlu nomor rekening nya, bisa lebih inovatif lagi",2,0,2.9.1
"Mempercepat dan mempermudah transaksi ,smoga lebih baik lagi",5,0,
Hallo bca jangan main paksa update dong.paling tdk konfirmasi dlu,1,0,2.4.0
"Belum dipakai, mudah-mudahan sesuai dgn promosinya",5,0,2.0.3
"Sulit untuk log-in, Dengan Keterangan internet Terputus, lalu Mohon Di Infokan Baiknya Pakai Provider Apa Ya untuk kartu nya, Terimakasih",1,0,2.9.1
Saya sudah bbrp kali coba update sudah 100% tp sll gagal Tolong bgmn solusiny,2,0,2.9.0
"Sangat membantu, menghemat waktu dan praktis...",5,0,2.7.1
Gmna ini minta update mbca..udah di update malah lelet..lemot..kusut..,1,0,2.4.0
kenapa setiap log in selalu delay ya tolong di bantu ya🙏🙏,1,0,2.5.5
Setelah update kenapa sya tidak bisa cek saldo...,3,0,
"Min kenapa akun ku terus menerus harus verifikasi ulang tiap kali log in, padahal saya tidak ganti device hp loh min.",1,0,
Kecewa sama bca berkali-kali tf ke rekening istri saya cuma gak masuk masuk dengan alasan jaringan terus....,1,0,
Versi baru tidak membawa perubaha sama sekali malah lebih bgus versi lama 😑,1,0,2.4.3
Kalau malam pln prabayar gangguan trs sayang nya..,4,1,2.4.2
layanan cepat...terpercaya...sangat membantu setiap saat.,5,0,1.8.0
saya turunkan bintang nya..karena saya dari tdi gk bisa buka mbca kata ny suruh verivikasi lagi..cuma saya gk ngerti bagaimana cara nya..terima kasih,4,0,2.0.3
"Update mulu BCA mah, status hubunganku sama dia aja masih versi lama belum diupdate2 ke buku nikah :(",3,0,2.5.2
sms gagal terus knp ya.? tidak terkirim saat akn aktivasi.,4,0,1.6.0
Bermanfaat dan mudah sekali untuk bertransaksi,5,0,2.7.9
"Tambah fitur isi ulang flazz dong, masa kalah sama bank mandiri sudah bisa isi ulang dari mandiri mobile.",5,0,2.4.3
"Kenapa yh, saya buka apk ini keluar terus, apakah lagi bermasalah?",3,0,
"Sy baru menggunakan Mbanking BCA, ternyata bermanfaat sekali, mau TF g'perlu ribet lagi ke ATM, di rumah pun bisa.thanks BCA",5,0,
"Hai. Saya ingin bertanya, kan saya ingin cek saldo terus saya lupa pin selama 3 kali & malah ke blokir apakah masih bisa diaktifkan kembali apa bagaimana tolong respon. sebelumnya terimakasih:)",4,1,2.4.3
"Tiap hari harus verifikasi ulang nomor ATM dan tiap konfirmasi makan pulsa 1500 rupiah, apaan sih BCA Mobile??? kenapa verifikasinya tiap waktu kadang sehari bisa 2 kali, aku lihat banyak orang kasih bintang 1 dengan kronologi yang sama, kenapa gak di benahi sih?",1,91,2.5.5
"Puas, sangat menghibur",5,0,4.5.5
Kenapa harus di update terus kan kasian kalo yg memorinya penuh 😕,3,0,2.4.0
Min minta info nya kalau mau tarik tunai tanpa kartu atm bagaimana maksud nya ya..kita tetep ke mesin Atm di proses lewat hp..nanti uang nya keluar dri mesin Atm .begitu bukan ya.mohon pencerahan nya min.terimakasih,3,0,2.0.0
"Belum dicoba, tp sesuatu percubaan yang sangat mantap -jury buwong puyuh",5,0,
"Nyesel perbarui malah susah masukny setelah cart no,dimasukan dan suruh sms.ternyata gagal melulu",1,0,3.0.0
"Good ,terimakasih BCA Mobile tlah memudahkan saya untuk bertransaksi 🙏 makin baik lagi ,lebih baik lagi kedepannyah Aamiin",5,0,2.5.3
sangat membantu dan mempermudah untuk transaksi BCA tetap selalu jaya dan di hati,5,0,2.9.5
"semua jadi mudah di semua transaksi..,good job..",5,0,2.0.0
"Sangat memuaskan , sangat membantu dalam menjalankan pekerjaan",5,0,2.5.5
Menurut saya mendingan BCA gausah pake lampu indikator segala lah .susah mau masuk udah 1 jam ..jng,4,0,2.8.9
setelah aplikasinya di update ngga bisa cek saldo ?? mohon bantuannya min,3,0,2.0.0
Kenapa M BCA saya ga bisa terbuka ya. Apakah ada masalah dgn M-BCA saat ini. Tadi oagi sempat buka bisa tapi jam 10 siang tdk dpt buka.,5,0,2.7.2
Sangat membantu tidak perlu repot keluar rumah untuk transaksi online,5,0,2.0.3
"Transaksi lebih budah ,praktis dan cepat",5,0,2.3.1
Auto pindahin semua saldo Setelah UPGRADE Cek saldo dah gak pake PIN Lagi bahaya banget,2,0,2.9.5
saya gk bisa daftar mbanking dr seminggu yg lalu... ini fasilitas tolong di perbaiki scpt nya.. jgn menghambat kami untuk melakukan transaksi...,2,0,1.7.1
Tingkatkan terus semakin berkualitas.....tapi tetap safety,5,0,
"Pantesan instal dr siang pe sore cuma muter2 , ternyata baca review teman2 dikolom ulasan pada kasih bintang satu,, knapa ya dulu2 BCA slalu yg diunggul2 kan loh sma nasabah ,skarang verifikasi mbanking aja lemot banget",1,0,4.0.3
"Ini knpa ya kok gak bisa, malah suruh aktivasi trus pdahal udah berapa kali",1,0,2.8.4
"Maaf min saya ngasih 2 bintang saya ada keluhan ni di bagian daftar bank/rekening ko gak bisa diproses,,? Ayo min mohon perbaikan nya,, nanti klw udah bisa lagi saya tambah jadi bintang 5,, Mohon info secepatnya min,, oke ditunggu,,?",2,0,1.6.1
"Saya ga bisa download muter2 trus gmn ya,mau update ga bisa jdi saya apus aj dlu akun mbanking nya? Mau download lg ga bsa dplay store msi muter2 trus tlong bantu gimana cara nya",3,0,1.8.0
"Kemarin saya ganti hp, trus saya masukin SIM kemudian saya login ke m BCA, malah ngga bisa, pulsa habis gitu2 aja Mohon di tingkat kan untuk pekerja malam nya m BCA",5,0,2.9.2
dipersulit masalah Tanda Tangan. siapa pun orangnya Ga bakalan 100% sama Tanda Tangan nya.. gausah Goblok lah,1,0,2.2.0
"Terlalu sering n pendek waktu update , menyebalkan",4,0,4.1.2
